Trial #0
481.069368
001010110111011
466.338083	112.683492
481.069368	319.937742
481.069368	-98.622852
481.069368	-173.808252
481.069368	253.590502
481.069368	-236.325419
481.069368	-102.300333
481.069368	481.069368
481.069368	296.154668
481.069368	235.038301
481.069368	-138.861507
481.069368	481.069368
481.069368	-146.729179
481.069368	250.98117
481.069368	230.121768
481.069368	245.554979
481.069368	-97.280038
481.069368	481.069368
481.069368	198.742637
481.069368	286.492507
481.069368	-153.95291
481.069368	199.86877
481.069368	-107.345042
481.069368	263.615832
481.069368	275.536363
481.069368	287.835321
481.069368	228.281503
481.069368	280.108035
481.069368	298.596148
481.069368	-292.68395
481.069368	245.924253
481.069368	223.456527
481.069368	-243.234809
481.069368	-136.984619
481.069368	481.069368
481.069368	281.075472
481.069368	421.018097
481.069368	481.069368
481.069368	481.069368
481.069368	276.128422
481.069368	233.097323
481.069368	-92.08884
481.069368	211.093478
481.069368	231.775872
481.069368	265.742973
481.069368	262.840663
481.069368	198.126164
481.069368	249.061556
481.069368	273.442794
481.069368	256.324961
481.069368	-97.270882
481.069368	481.069368
481.069368	247.740103
481.069368	138.840907
481.069368	-106.002228
481.069368	256.324961
481.069368	233.93353
481.069368	281.322672
481.069368	-155.451369
481.069368	-219.918668
481.069368	178.13654
481.069368	-140.088351
481.069368	323.593859
481.069368	273.448896
481.069368	-102.599414
481.069368	481.069368
481.069368	481.069368
481.069368	481.069368
481.069368	481.069368
481.069368	308.600115
481.069368	481.069368
481.069368	196.450698
481.069368	-140.543077
481.069368	371.90466
481.069368	-155.451369
481.069368	293.871883
481.069368	363.338114
481.069368	-148.346659
481.069368	273.696096
481.069368	-222.34794
481.069368	481.069368
481.069368	138.840907
481.069368	481.069368
481.069368	-166.669972
481.069368	-103.176214
481.069368	129.825739
481.069368	-206.789605
481.069368	292.294075
481.069368	-123.498489
481.069368	-97.280038
481.069368	129.825739
481.069368	270.906705
481.069368	-123.498489
481.069368	172.591326
481.069368	237.675099
481.069368	437.934507
481.069368	-193.153934
481.069368	-155.451369
481.069368	256.324961
481.069368	-103.643147

Trial #1
481.069368
001010110111011
466.338083	53.166295
481.069368	240.748314
481.069368	295.535142
481.069368	271.337015
481.069368	437.934507
481.069368	481.069368
481.069368	481.069368
481.069368	-137.390515
481.069368	138.840907
481.069368	346.461379
481.069368	129.825739
481.069368	432.502212
481.069368	481.069368
481.069368	138.840907
481.069368	275.362408
481.069368	272.948394
481.069368	225.632495
481.069368	333.747367
481.069368	-155.451369
481.069368	245.924253
481.069368	250.98117
481.069368	238.294625
481.069368	-143.790246
481.069368	-163.468581
481.069368	339.558092
481.069368	481.069368
481.069368	233.097323
481.069368	475.478377
481.069368	307.464827
481.069368	481.069368
481.069368	319.629505
481.069368	-158.802301
481.069368	277.651295
481.069368	273.696096
481.069368	271.529282
481.069368	172.704245
481.069368	229.865413
481.069368	242.750328
481.069368	223.712881
481.069368	319.998779
481.069368	223.712881
481.069368	273.448896
481.069368	-102.44377
481.069368	180.056154
481.069368	-172.566149
481.069368	481.069368
481.069368	221.271401
481.069368	205.203406
481.069368	252.830591
481.069368	-140.088351
481.069368	272.582171
481.069368	252.150029
481.069368	225.745414
481.069368	-262.571337
481.069368	475.478377
481.069368	481.069368
481.069368	281.322672
481.069368	430.924405
481.069368	363.655506
481.069368	319.388409
481.069368	256.361582
481.069368	278.017518
481.069368	-99.645222
481.069368	290.374461
481.069368	-168.574327
481.069368	222.946867
481.069368	-172.566149
